image_path,label,target_person_id
dataset/test\n000013\0211_01.jpg,genuine,n000013
dataset/test\n000012\0415_01.jpg,impostor,n000015
dataset/test\n000003\0067_01.jpg,impostor,n000024
dataset/test\n000002\0063_02.jpg,genuine,n000002
dataset/test\n000022\0087_01.jpg,genuine,n000022
dataset/test\n000017\0308_02.jpg,impostor,n000015
dataset/test\n000008\0026_01.jpg,genuine,n000008
dataset/test\n000005\0018_01.jpg,impostor,n000030
dataset/test\n000007\0174_01.jpg,impostor,n000012
dataset/test\n000012\0266_01.jpg,impostor,n000031
dataset/test\n000013\0193_04.jpg,impostor,n000005
dataset/test\n000016\0052_01.jpg,impostor,n000024
dataset/test\n000002\0073_01.jpg,genuine,n000002
dataset/test\n000026\0171_01.jpg,impostor,n000033
dataset/test\n000004\0052_01.jpg,impostor,n000021
dataset/test\n000031\0069_01.jpg,genuine,n000031
dataset/test\n000016\0219_01.jpg,genuine,n000016
dataset/test\n000024\0438_01.jpg,genuine,n000024
dataset/test\n000004\0035_01.jpg,impostor,n000015
dataset/test\n000005\0114_01.jpg,genuine,n000005
dataset/test\n000002\0018_02.jpg,genuine,n000002
dataset/test\n000016\0140_01.jpg,genuine,n000016
dataset/test\n000028\0209_01.jpg,impostor,n000032
dataset/test\n000027\0470_01.jpg,impostor,n000004
dataset/test\n000026\0340_01.jpg,impostor,n000013
dataset/test\n000023\0385_01.jpg,genuine,n000023
dataset/test\n000032\0100_02.jpg,impostor,n000017
dataset/test\n000008\0032_01.jpg,genuine,n000008
dataset/test\n000008\0089_01.jpg,genuine,n000008
dataset/test\n000005\0038_01.jpg,genuine,n000005
dataset/test\n000012\0101_02.jpg,genuine,n000012
dataset/test\n000024\0193_01.jpg,genuine,n000024
dataset/test\n000008\0057_01.jpg,impostor,n000023
dataset/test\n000012\0186_01.jpg,genuine,n000012
dataset/test\n000021\0151_01.jpg,genuine,n000021
dataset/test\n000007\0041_01.jpg,impostor,n000018
dataset/test\n000026\0408_02.jpg,impostor,n000023
dataset/test\n000016\0014_01.jpg,genuine,n000016
dataset/test\n000012\0273_01.jpg,genuine,n000012
dataset/test\n000013\0255_01.jpg,impostor,n000004
dataset/test\n000018\0150_01.jpg,genuine,n000018
dataset/test\n000004\0099_01.jpg,impostor,n000024
dataset/test\n000023\0080_02.jpg,impostor,n000004
dataset/test\n000020\0124_01.jpg,genuine,n000020
dataset/test\n000013\0236_01.jpg,impostor,n000032
dataset/test\n000008\0016_01.jpg,genuine,n000008
dataset/test\n000008\0041_01.jpg,impostor,n000032
dataset/test\n000018\0135_01.jpg,genuine,n000018
dataset/test\n000024\0380_01.jpg,genuine,n000024
dataset/test\n000024\0181_01.jpg,genuine,n000024
dataset/test\n000033\0153_01.jpg,impostor,n000030
dataset/test\n000031\0145_01.jpg,genuine,n000031
dataset/test\n000033\0121_01.jpg,impostor,n000021
dataset/test\n000025\0119_01.jpg,impostor,n000022
dataset/test\n000025\0177_01.jpg,impostor,n000010
dataset/test\n000025\0236_07.jpg,genuine,n000025
dataset/test\n000008\0110_01.jpg,genuine,n000008
dataset/test\n000017\0048_01.jpg,genuine,n000017
dataset/test\n000024\0146_02.jpg,genuine,n000024
dataset/test\n000031\0189_02.jpg,impostor,n000016
dataset/test\n000006\0483_01.jpg,impostor,n000002
dataset/test\n000025\0200_01.jpg,genuine,n000025
dataset/test\n000010\0108_01.jpg,impostor,n000017
dataset/test\n000008\0166_02.jpg,genuine,n000008
dataset/test\n000011\0366_01.jpg,impostor,n000022
dataset/test\n000024\0304_01.jpg,impostor,n000011
dataset/test\n000024\0043_02.jpg,genuine,n000024
dataset/test\n000019\0050_01.jpg,genuine,n000019
dataset/test\n000012\0365_01.jpg,genuine,n000012
dataset/test\n000032\0242_01.jpg,impostor,n000018
dataset/test\n000020\0012_01.jpg,impostor,n000011
dataset/test\n000002\0135_01.jpg,impostor,n000014
dataset/test\n000014\0130_15.jpg,genuine,n000014
dataset/test\n000032\0169_01.jpg,impostor,n000015
dataset/test\n000011\0044_01.jpg,genuine,n000011
dataset/test\n000013\0179_01.jpg,genuine,n000013
dataset/test\n000013\0236_01.jpg,genuine,n000013
dataset/test\n000022\0184_01.jpg,impostor,n000030
dataset/test\n000031\0004_01.jpg,impostor,n000017
dataset/test\n000022\0041_01.jpg,impostor,n000024
dataset/test\n000006\0467_01.jpg,genuine,n000006
dataset/test\n000011\0188_01.jpg,genuine,n000011
dataset/test\n000004\0117_01.jpg,genuine,n000004
dataset/test\n000005\0021_01.jpg,genuine,n000005
dataset/test\n000019\0316_01.jpg,genuine,n000019
dataset/test\n000024\0004_01.jpg,genuine,n000024
dataset/test\n000027\0023_01.jpg,impostor,n000020
dataset/test\n000021\0171_01.jpg,genuine,n000021
dataset/test\n000032\0455_01.jpg,impostor,n000017
dataset/test\n000008\0175_01.jpg,impostor,n000015
dataset/test\n000012\0115_01.jpg,genuine,n000012
dataset/test\n000032\0051_01.jpg,impostor,n000008
dataset/test\n000011\0404_01.jpg,genuine,n000011
dataset/test\n000032\0272_01.jpg,impostor,n000008
dataset/test\n000024\0016_01.jpg,impostor,n000011
dataset/test\n000007\0381_01.jpg,genuine,n000007
dataset/test\n000002\0202_02.jpg,genuine,n000002
dataset/test\n000002\0292_01.jpg,genuine,n000002
dataset/test\n000018\0131_01.jpg,impostor,n000012
dataset/test\n000028\0145_03.jpg,genuine,n000028
dataset/test\n000028\0207_05.jpg,impostor,n000015
dataset/test\n000031\0316_01.jpg,genuine,n000031
dataset/test\n000016\0176_01.jpg,impostor,n000030
dataset/test\n000019\0406_02.jpg,genuine,n000019
dataset/test\n000021\0156_02.jpg,impostor,n000003
dataset/test\n000023\0117_01.jpg,genuine,n000023
dataset/test\n000011\0168_02.jpg,impostor,n000017
dataset/test\n000004\0047_02.jpg,impostor,n000002
dataset/test\n000021\0050_01.jpg,impostor,n000032
dataset/test\n000024\0106_01.jpg,genuine,n000024
dataset/test\n000011\0420_01.jpg,genuine,n000011
dataset/test\n000024\0452_01.jpg,genuine,n000024
dataset/test\n000025\0052_01.jpg,genuine,n000025
dataset/test\n000031\0217_01.jpg,genuine,n000031
dataset/test\n000027\0059_01.jpg,impostor,n000023
dataset/test\n000023\0096_01.jpg,impostor,n000018
dataset/test\n000007\0057_01.jpg,impostor,n000019
dataset/test\n000028\0378_02.jpg,impostor,n000004
dataset/test\n000025\0278_01.jpg,impostor,n000004
dataset/test\n000011\0385_01.jpg,genuine,n000011
dataset/test\n000005\0405_01.jpg,genuine,n000005
dataset/test\n000017\0008_01.jpg,impostor,n000021
dataset/test\n000028\0324_02.jpg,genuine,n000028
dataset/test\n000003\0009_02.jpg,impostor,n000033
dataset/test\n000008\0348_01.jpg,impostor,n000032
dataset/test\n000031\0054_01.jpg,impostor,n000008
dataset/test\n000003\0008_01.jpg,genuine,n000003
dataset/test\n000025\0211_01.jpg,impostor,n000013
dataset/test\n000017\0014_01.jpg,impostor,n000006
dataset/test\n000032\0315_01.jpg,impostor,n000033
dataset/test\n000024\0319_01.jpg,genuine,n000024
dataset/test\n000028\0045_04.jpg,impostor,n000019
dataset/test\n000004\0028_10.jpg,impostor,n000022
dataset/test\n000002\0264_01.jpg,impostor,n000003
dataset/test\n000022\0322_01.jpg,genuine,n000022
dataset/test\n000017\0056_01.jpg,impostor,n000028
dataset/test\n000024\0050_02.jpg,impostor,n000022
dataset/test\n000027\0180_02.jpg,genuine,n000027
dataset/test\n000012\0186_01.jpg,impostor,n000031
dataset/test\n000004\0278_01.jpg,impostor,n000017
dataset/test\n000011\0271_05.jpg,impostor,n000017
dataset/test\n000024\0301_01.jpg,impostor,n000007
dataset/test\n000006\0305_01.jpg,genuine,n000006
dataset/test\n000013\0073_01.jpg,genuine,n000013
dataset/test\n000024\0367_01.jpg,genuine,n000024
dataset/test\n000006\0351_01.jpg,genuine,n000006
dataset/test\n000032\0168_01.jpg,genuine,n000032
dataset/test\n000020\0334_01.jpg,impostor,n000019
dataset/test\n000020\0451_01.jpg,genuine,n000020
dataset/test\n000017\0182_02.jpg,genuine,n000017
dataset/test\n000008\0026_01.jpg,impostor,n000013
dataset/test\n000023\0023_01.jpg,genuine,n000023
dataset/test\n000003\0032_02.jpg,impostor,n000011
dataset/test\n000006\0031_01.jpg,impostor,n000026
dataset/test\n000014\0050_01.jpg,impostor,n000008
dataset/test\n000027\0190_01.jpg,impostor,n000005
dataset/test\n000022\0080_01.jpg,impostor,n000002
dataset/test\n000016\0045_01.jpg,genuine,n000016
dataset/test\n000010\0223_01.jpg,genuine,n000010
dataset/test\n000032\0112_01.jpg,genuine,n000032
dataset/test\n000004\0432_01.jpg,genuine,n000004
dataset/test\n000016\0398_02.jpg,impostor,n000006
dataset/test\n000018\0239_01.jpg,genuine,n000018
dataset/test\n000013\0046_01.jpg,impostor,n000020
dataset/test\n000026\0062_01.jpg,impostor,n000016
dataset/test\n000024\0285_01.jpg,genuine,n000024
dataset/test\n000018\0079_01.jpg,genuine,n000018
dataset/test\n000033\0427_01.jpg,genuine,n000033
dataset/test\n000008\0205_01.jpg,impostor,n000004
dataset/test\n000016\0205_01.jpg,genuine,n000016
dataset/test\n000021\0276_01.jpg,impostor,n000005
dataset/test\n000018\0065_01.jpg,genuine,n000018
dataset/test\n000022\0328_02.jpg,impostor,n000031
dataset/test\n000012\0391_02.jpg,genuine,n000012
dataset/test\n000003\0059_03.jpg,genuine,n000003
dataset/test\n000024\0134_01.jpg,genuine,n000024
dataset/test\n000025\0176_01.jpg,genuine,n000025
dataset/test\n000026\0035_01.jpg,genuine,n000026
dataset/test\n000023\0216_01.jpg,impostor,n000032
dataset/test\n000014\0191_01.jpg,genuine,n000014
dataset/test\n000024\0013_01.jpg,genuine,n000024
dataset/test\n000025\0274_02.jpg,genuine,n000025
dataset/test\n000008\0209_01.jpg,genuine,n000008
dataset/test\n000015\0024_01.jpg,impostor,n000002
dataset/test\n000014\0069_01.jpg,genuine,n000014
dataset/test\n000010\0071_01.jpg,genuine,n000010
dataset/test\n000013\0045_01.jpg,impostor,n000014
dataset/test\n000026\0185_03.jpg,genuine,n000026
dataset/test\n000004\0227_01.jpg,genuine,n000004
dataset/test\n000024\0071_01.jpg,impostor,n000023
dataset/test\n000026\0366_01.jpg,genuine,n000026
dataset/test\n000006\0282_01.jpg,genuine,n000006
dataset/test\n000020\0181_02.jpg,impostor,n000018
dataset/test\n000017\0238_01.jpg,genuine,n000017
dataset/test\n000020\0344_01.jpg,impostor,n000016
dataset/test\n000012\0100_02.jpg,impostor,n000025
dataset/test\n000024\0204_01.jpg,impostor,n000004
dataset/test\n000025\0322_01.jpg,impostor,n000014
dataset/test\n000024\0252_01.jpg,genuine,n000024
dataset/test\n000019\0347_01.jpg,impostor,n000028
dataset/test\n000027\0313_02.jpg,genuine,n000027
dataset/test\n000022\0134_01.jpg,impostor,n000018
dataset/test\n000005\0053_01.jpg,genuine,n000005
dataset/test\n000017\0185_02.jpg,genuine,n000017
dataset/test\n000026\0277_01.jpg,genuine,n000026
dataset/test\n000027\0025_01.jpg,genuine,n000027
dataset/test\n000032\0385_01.jpg,genuine,n000032
dataset/test\n000006\0267_01.jpg,impostor,n000018
dataset/test\n000031\0113_01.jpg,genuine,n000031
dataset/test\n000020\0207_01.jpg,impostor,n000005
dataset/test\n000012\0015_01.jpg,impostor,n000030
dataset/test\n000015\0406_01.jpg,impostor,n000019
dataset/test\n000010\0150_02.jpg,impostor,n000012
dataset/test\n000032\0168_01.jpg,impostor,n000025
dataset/test\n000002\0311_01.jpg,genuine,n000002
dataset/test\n000017\0117_01.jpg,impostor,n000010
dataset/test\n000032\0125_01.jpg,genuine,n000032
dataset/test\n000006\0315_01.jpg,genuine,n000006
dataset/test\n000031\0265_01.jpg,impostor,n000002
dataset/test\n000026\0331_03.jpg,impostor,n000002
dataset/test\n000020\0402_01.jpg,impostor,n000023
dataset/test\n000017\0239_01.jpg,impostor,n000015
dataset/test\n000024\0346_01.jpg,impostor,n000010
dataset/test\n000008\0308_01.jpg,genuine,n000008
dataset/test\n000032\0004_02.jpg,impostor,n000023
dataset/test\n000012\0092_01.jpg,impostor,n000013
dataset/test\n000023\0207_07.jpg,genuine,n000023
dataset/test\n000011\0101_01.jpg,genuine,n000011
dataset/test\n000023\0076_04.jpg,impostor,n000018
dataset/test\n000016\0290_01.jpg,impostor,n000017
dataset/test\n000008\0315_01.jpg,genuine,n000008
dataset/test\n000016\0102_01.jpg,impostor,n000015
dataset/test\n000032\0343_02.jpg,impostor,n000022
dataset/test\n000025\0329_01.jpg,genuine,n000025
dataset/test\n000016\0369_01.jpg,impostor,n000010
dataset/test\n000015\0273_02.jpg,genuine,n000015
dataset/test\n000010\0023_01.jpg,genuine,n000010
dataset/test\n000028\0028_01.jpg,impostor,n000014
dataset/test\n000020\0438_01.jpg,impostor,n000024
dataset/test\n000031\0220_01.jpg,impostor,n000012
dataset/test\n000030\0072_01.jpg,impostor,n000012
dataset/test\n000013\0015_01.jpg,impostor,n000027
dataset/test\n000020\0067_01.jpg,impostor,n000017
dataset/test\n000005\0121_01.jpg,genuine,n000005
dataset/test\n000005\0008_01.jpg,genuine,n000005
dataset/test\n000033\0310_02.jpg,genuine,n000033
dataset/test\n000020\0296_01.jpg,impostor,n000023
dataset/test\n000018\0090_02.jpg,impostor,n000021
dataset/test\n000005\0400_01.jpg,impostor,n000015
dataset/test\n000025\0023_01.jpg,genuine,n000025
dataset/test\n000014\0166_01.jpg,impostor,n000025
dataset/test\n000022\0437_01.jpg,genuine,n000022
dataset/test\n000014\0095_01.jpg,impostor,n000030
dataset/test\n000025\0252_01.jpg,impostor,n000018
dataset/test\n000002\0171_01.jpg,genuine,n000002
dataset/test\n000022\0355_01.jpg,impostor,n000028
dataset/test\n000006\0358_01.jpg,impostor,n000010
dataset/test\n000019\0098_01.jpg,genuine,n000019
dataset/test\n000022\0084_02.jpg,genuine,n000022
dataset/test\n000032\0482_01.jpg,genuine,n000032
dataset/test\n000003\0071_01.jpg,impostor,n000030
dataset/test\n000033\0269_01.jpg,impostor,n000023
dataset/test\n000018\0323_01.jpg,impostor,n000006
dataset/test\n000006\0344_01.jpg,impostor,n000013
dataset/test\n000015\0136_01.jpg,impostor,n000008
dataset/test\n000010\0223_01.jpg,impostor,n000023
dataset/test\n000032\0331_02.jpg,impostor,n000007
dataset/test\n000028\0394_08.jpg,impostor,n000006
dataset/test\n000006\0388_01.jpg,impostor,n000018
dataset/test\n000032\0312_01.jpg,impostor,n000012
dataset/test\n000011\0033_01.jpg,impostor,n000006
dataset/test\n000006\0109_01.jpg,impostor,n000011
dataset/test\n000032\0452_01.jpg,impostor,n000011
dataset/test\n000011\0004_01.jpg,genuine,n000011
dataset/test\n000028\0037_01.jpg,impostor,n000017
dataset/test\n000007\0184_01.jpg,impostor,n000014
dataset/test\n000013\0094_01.jpg,impostor,n000017
dataset/test\n000016\0016_01.jpg,genuine,n000016
dataset/test\n000003\0097_01.jpg,genuine,n000003
dataset/test\n000008\0058_01.jpg,genuine,n000008
dataset/test\n000003\0002_01.jpg,genuine,n000003
dataset/test\n000014\0278_01.jpg,genuine,n000014
dataset/test\n000014\0042_01.jpg,genuine,n000014
dataset/test\n000026\0236_01.jpg,genuine,n000026
dataset/test\n000016\0311_01.jpg,genuine,n000016
dataset/test\n000006\0134_01.jpg,impostor,n000017
dataset/test\n000033\0096_01.jpg,genuine,n000033
dataset/test\n000003\0070_01.jpg,impostor,n000016
dataset/test\n000019\0078_01.jpg,impostor,n000004
dataset/test\n000019\0137_01.jpg,genuine,n000019
dataset/test\n000015\0112_01.jpg,genuine,n000015
dataset/test\n000012\0146_01.jpg,impostor,n000007
dataset/test\n000018\0030_02.jpg,genuine,n000018
dataset/test\n000020\0459_02.jpg,genuine,n000020
dataset/test\n000018\0073_02.jpg,impostor,n000004
dataset/test\n000007\0152_01.jpg,impostor,n000022
dataset/test\n000002\0326_01.jpg,impostor,n000028
dataset/test\n000005\0066_01.jpg,impostor,n000004
dataset/test\n000003\0025_01.jpg,impostor,n000004
dataset/test\n000030\0025_01.jpg,genuine,n000030
dataset/test\n000032\0592_01.jpg,impostor,n000003
dataset/test\n000004\0129_01.jpg,impostor,n000033
dataset/test\n000021\0207_02.jpg,impostor,n000011
dataset/test\n000007\0056_01.jpg,impostor,n000012
dataset/test\n000022\0395_01.jpg,genuine,n000022
dataset/test\n000027\0440_01.jpg,impostor,n000003
dataset/test\n000026\0062_01.jpg,genuine,n000026
dataset/test\n000012\0305_01.jpg,genuine,n000012
dataset/test\n000033\0056_02.jpg,genuine,n000033
dataset/test\n000019\0201_01.jpg,impostor,n000023
dataset/test\n000002\0017_01.jpg,genuine,n000002
dataset/test\n000006\0323_01.jpg,genuine,n000006
dataset/test\n000018\0160_01.jpg,impostor,n000023
dataset/test\n000033\0415_01.jpg,genuine,n000033
dataset/test\n000007\0075_03.jpg,genuine,n000007
dataset/test\n000027\0022_01.jpg,genuine,n000027
dataset/test\n000014\0089_01.jpg,genuine,n000014
dataset/test\n000005\0024_01.jpg,impostor,n000032
dataset/test\n000015\0161_01.jpg,impostor,n000012
dataset/test\n000032\0065_01.jpg,impostor,n000015
dataset/test\n000002\0189_01.jpg,genuine,n000002
dataset/test\n000021\0014_03.jpg,impostor,n000030
dataset/test\n000011\0111_02.jpg,genuine,n000011
dataset/test\n000032\0148_01.jpg,genuine,n000032
dataset/test\n000007\0141_03.jpg,impostor,n000025
dataset/test\n000031\0307_01.jpg,impostor,n000013
dataset/test\n000020\0108_01.jpg,impostor,n000032
dataset/test\n000027\0148_01.jpg,genuine,n000027
dataset/test\n000028\0400_03.jpg,genuine,n000028
dataset/test\n000020\0276_01.jpg,genuine,n000020
dataset/test\n000019\0420_01.jpg,genuine,n000019
dataset/test\n000008\0231_01.jpg,impostor,n000019
dataset/test\n000020\0339_02.jpg,impostor,n000013
dataset/test\n000023\0213_01.jpg,impostor,n000020
dataset/test\n000004\0028_03.jpg,impostor,n000002
dataset/test\n000026\0350_03.jpg,genuine,n000026
dataset/test\n000017\0036_01.jpg,impostor,n000023
dataset/test\n000010\0092_01.jpg,impostor,n000032
dataset/test\n000016\0150_01.jpg,genuine,n000016
dataset/test\n000016\0088_01.jpg,genuine,n000016
dataset/test\n000002\0009_01.jpg,genuine,n000002
dataset/test\n000024\0437_02.jpg,impostor,n000023
dataset/test\n000020\0449_01.jpg,impostor,n000032
dataset/test\n000015\0109_01.jpg,genuine,n000015
dataset/test\n000021\0116_01.jpg,genuine,n000021
dataset/test\n000011\0139_01.jpg,genuine,n000011
dataset/test\n000007\0050_02.jpg,genuine,n000007
dataset/test\n000025\0173_01.jpg,impostor,n000019
dataset/test\n000014\0013_01.jpg,impostor,n000018
dataset/test\n000031\0019_01.jpg,genuine,n000031
dataset/test\n000030\0068_01.jpg,impostor,n000020
dataset/test\n000032\0210_01.jpg,impostor,n000022
dataset/test\n000012\0277_02.jpg,genuine,n000012
dataset/test\n000022\0141_01.jpg,impostor,n000030
dataset/test\n000008\0018_01.jpg,genuine,n000008
dataset/test\n000005\0062_01.jpg,impostor,n000020
dataset/test\n000031\0060_02.jpg,impostor,n000008
dataset/test\n000018\0090_02.jpg,genuine,n000018
dataset/test\n000008\0150_01.jpg,impostor,n000004
dataset/test\n000011\0400_01.jpg,genuine,n000011
dataset/test\n000019\0074_06.jpg,impostor,n000014
dataset/test\n000030\0210_04.jpg,genuine,n000030
dataset/test\n000011\0225_02.jpg,impostor,n000021
dataset/test\n000026\0355_01.jpg,impostor,n000012
dataset/test\n000021\0292_01.jpg,impostor,n000031
dataset/test\n000013\0037_01.jpg,genuine,n000013
dataset/test\n000013\0093_01.jpg,impostor,n000030
dataset/test\n000020\0212_01.jpg,impostor,n000015
dataset/test\n000008\0285_01.jpg,genuine,n000008
dataset/test\n000018\0023_02.jpg,genuine,n000018
dataset/test\n000032\0580_01.jpg,impostor,n000003
dataset/test\n000018\0057_01.jpg,impostor,n000015
dataset/test\n000032\0104_01.jpg,genuine,n000032
dataset/test\n000020\0038_02.jpg,impostor,n000032
dataset/test\n000007\0156_01.jpg,impostor,n000005
dataset/test\n000007\0040_02.jpg,impostor,n000031
dataset/test\n000021\0230_03.jpg,impostor,n000006
dataset/test\n000020\0344_01.jpg,genuine,n000020
dataset/test\n000032\0071_01.jpg,genuine,n000032
dataset/test\n000033\0048_01.jpg,impostor,n000028
dataset/test\n000003\0055_01.jpg,impostor,n000010
dataset/test\n000012\0420_01.jpg,impostor,n000030
dataset/test\n000016\0471_01.jpg,genuine,n000016
dataset/test\n000018\0135_01.jpg,impostor,n000016
dataset/test\n000023\0173_02.jpg,genuine,n000023
dataset/test\n000023\0393_01.jpg,impostor,n000031
dataset/test\n000023\0037_01.jpg,genuine,n000023
dataset/test\n000006\0043_01.jpg,impostor,n000032
dataset/test\n000021\0216_03.jpg,impostor,n000013
dataset/test\n000004\0335_01.jpg,impostor,n000013
dataset/test\n000011\0166_01.jpg,impostor,n000012
dataset/test\n000017\0061_01.jpg,impostor,n000026
dataset/test\n000027\0210_03.jpg,genuine,n000027
dataset/test\n000008\0048_01.jpg,genuine,n000008
dataset/test\n000025\0329_01.jpg,impostor,n000024
dataset/test\n000019\0101_01.jpg,impostor,n000005
dataset/test\n000030\0231_03.jpg,genuine,n000030
dataset/test\n000012\0219_01.jpg,genuine,n000012
dataset/test\n000005\0061_01.jpg,impostor,n000012
dataset/test\n000012\0097_02.jpg,genuine,n000012
dataset/test\n000015\0083_01.jpg,impostor,n000019
dataset/test\n000014\0082_01.jpg,genuine,n000014
dataset/test\n000020\0236_01.jpg,impostor,n000022
dataset/test\n000022\0347_01.jpg,impostor,n000015
dataset/test\n000032\0269_01.jpg,genuine,n000032
dataset/test\n000026\0069_01.jpg,genuine,n000026
dataset/test\n000031\0092_01.jpg,impostor,n000033
dataset/test\n000011\0170_02.jpg,impostor,n000018
dataset/test\n000012\0277_02.jpg,impostor,n000010
dataset/test\n000032\0340_01.jpg,genuine,n000032
dataset/test\n000013\0012_01.jpg,genuine,n000013
dataset/test\n000012\0158_01.jpg,impostor,n000018
dataset/test\n000007\0156_01.jpg,genuine,n000007
dataset/test\n000004\0313_01.jpg,genuine,n000004
dataset/test\n000013\0112_01.jpg,impostor,n000026
dataset/test\n000010\0107_01.jpg,impostor,n000019
dataset/test\n000030\0190_01.jpg,genuine,n000030
dataset/test\n000031\0082_01.jpg,genuine,n000031
dataset/test\n000019\0036_01.jpg,genuine,n000019
dataset/test\n000004\0072_01.jpg,impostor,n000010
dataset/test\n000033\0163_03.jpg,genuine,n000033
dataset/test\n000024\0173_01.jpg,genuine,n000024
dataset/test\n000023\0267_01.jpg,impostor,n000020
dataset/test\n000016\0013_01.jpg,genuine,n000016
dataset/test\n000022\0034_01.jpg,genuine,n000022
dataset/test\n000022\0261_01.jpg,genuine,n000022
dataset/test\n000012\0035_01.jpg,impostor,n000015
dataset/test\n000011\0301_01.jpg,impostor,n000007
dataset/test\n000025\0156_02.jpg,impostor,n000032
dataset/test\n000027\0173_01.jpg,impostor,n000014
dataset/test\n000011\0026_03.jpg,impostor,n000027
dataset/test\n000011\0382_01.jpg,genuine,n000011
dataset/test\n000011\0420_01.jpg,impostor,n000015
dataset/test\n000011\0225_02.jpg,genuine,n000011
dataset/test\n000032\0378_01.jpg,impostor,n000006
dataset/test\n000020\0049_01.jpg,impostor,n000015
dataset/test\n000011\0306_06.jpg,impostor,n000020
dataset/test\n000008\0341_01.jpg,genuine,n000008
dataset/test\n000017\0079_01.jpg,impostor,n000019
dataset/test\n000020\0067_01.jpg,genuine,n000020
dataset/test\n000031\0137_01.jpg,genuine,n000031
dataset/test\n000027\0102_01.jpg,impostor,n000003
dataset/test\n000032\0531_01.jpg,genuine,n000032
dataset/test\n000033\0422_01.jpg,impostor,n000021
dataset/test\n000008\0168_01.jpg,impostor,n000031
dataset/test\n000024\0213_03.jpg,impostor,n000010
dataset/test\n000021\0315_04.jpg,impostor,n000025
dataset/test\n000022\0101_01.jpg,impostor,n000023
dataset/test\n000018\0164_02.jpg,genuine,n000018
dataset/test\n000004\0070_01.jpg,impostor,n000012
dataset/test\n000032\0395_01.jpg,impostor,n000008
dataset/test\n000011\0038_01.jpg,genuine,n000011
dataset/test\n000006\0337_01.jpg,genuine,n000006
dataset/test\n000003\0049_01.jpg,impostor,n000019
dataset/test\n000012\0172_02.jpg,genuine,n000012
dataset/test\n000006\0250_02.jpg,genuine,n000006
dataset/test\n000030\0053_01.jpg,impostor,n000016
dataset/test\n000004\0284_01.jpg,genuine,n000004
dataset/test\n000014\0130_20.jpg,genuine,n000014
dataset/test\n000006\0265_01.jpg,genuine,n000006
dataset/test\n000008\0097_01.jpg,impostor,n000033
dataset/test\n000017\0321_01.jpg,impostor,n000024
dataset/test\n000032\0025_01.jpg,genuine,n000032
dataset/test\n000023\0159_01.jpg,impostor,n000025
dataset/test\n000028\0089_01.jpg,genuine,n000028
dataset/test\n000008\0053_01.jpg,genuine,n000008
dataset/test\n000017\0343_01.jpg,genuine,n000017
dataset/test\n000023\0201_01.jpg,genuine,n000023
dataset/test\n000020\0210_01.jpg,impostor,n000033
dataset/test\n000026\0100_01.jpg,genuine,n000026
dataset/test\n000015\0212_01.jpg,genuine,n000015
dataset/test\n000025\0063_01.jpg,genuine,n000025
dataset/test\n000030\0032_01.jpg,genuine,n000030
dataset/test\n000018\0174_01.jpg,impostor,n000023
dataset/test\n000032\0309_01.jpg,genuine,n000032
dataset/test\n000018\0016_01.jpg,impostor,n000022
dataset/test\n000020\0299_01.jpg,genuine,n000020
dataset/test\n000012\0090_02.jpg,genuine,n000012
dataset/test\n000016\0017_01.jpg,impostor,n000003
dataset/test\n000019\0188_01.jpg,impostor,n000032
dataset/test\n000033\0205_01.jpg,impostor,n000030
dataset/test\n000003\0088_03.jpg,genuine,n000003
dataset/test\n000013\0040_01.jpg,genuine,n000013
dataset/test\n000025\0126_01.jpg,genuine,n000025
dataset/test\n000016\0403_01.jpg,genuine,n000016
dataset/test\n000027\0450_02.jpg,impostor,n000020
dataset/test\n000025\0102_02.jpg,genuine,n000025
dataset/test\n000031\0048_01.jpg,impostor,n000008
dataset/test\n000008\0050_01.jpg,impostor,n000031
dataset/test\n000030\0050_01.jpg,genuine,n000030
dataset/test\n000017\0051_03.jpg,impostor,n000008
dataset/test\n000025\0214_01.jpg,genuine,n000025
dataset/test\n000026\0182_01.jpg,genuine,n000026
dataset/test\n000019\0299_01.jpg,genuine,n000019
dataset/test\n000020\0116_01.jpg,genuine,n000020
dataset/test\n000030\0089_01.jpg,genuine,n000030
dataset/test\n000030\0027_01.jpg,impostor,n000028
dataset/test\n000025\0016_01.jpg,impostor,n000016
dataset/test\n000028\0113_01.jpg,genuine,n000028
dataset/test\n000020\0331_01.jpg,impostor,n000024
dataset/test\n000004\0093_02.jpg,genuine,n000004
dataset/test\n000032\0388_01.jpg,impostor,n000033
dataset/test\n000026\0261_01.jpg,impostor,n000032
dataset/test\n000016\0189_01.jpg,impostor,n000026
dataset/test\n000012\0099_01.jpg,genuine,n000012
dataset/test\n000006\0112_01.jpg,genuine,n000006
dataset/test\n000011\0360_01.jpg,impostor,n000028
dataset/test\n000028\0083_01.jpg,impostor,n000002
dataset/test\n000011\0061_01.jpg,genuine,n000011
dataset/test\n000022\0045_01.jpg,impostor,n000021
dataset/test\n000006\0063_02.jpg,genuine,n000006
dataset/test\n000028\0084_01.jpg,genuine,n000028
dataset/test\n000002\0085_01.jpg,genuine,n000002
dataset/test\n000013\0063_01.jpg,genuine,n000013
dataset/test\n000016\0259_01.jpg,impostor,n000015
dataset/test\n000003\0175_04.jpg,impostor,n000014
dataset/test\n000011\0117_01.jpg,impostor,n000015
dataset/test\n000005\0078_01.jpg,genuine,n000005
